Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [19] fill_matrix(std::vector<long, std::allocator<long> >&, int, double) [114] std::allocator<double>::allocator(std::allocator<double> const&) [237] std::vector<long, std::allocator<long> >::_S_check_init_len(unsigned long, std::allocator<long> const&)
  [32] cluster_size(std::vector<long, std::allocator<long> > const&, long) [120] std::allocator<double>::allocator() [238] std::vector<long, std::allocator<long> >::_M_fill_initialize(unsigned long, long const&)
  [50] compute_mean(std::vector<double, std::allocator<double> > const&) [105] std::allocator<double>::~allocator() [80] std::vector<long, std::allocator<long> >::end()
 [110] is_percolating(std::vector<long, std::allocator<long> > const&, long) [198] std::allocator<long>::allocator(std::allocator<long> const&) [81] std::vector<long, std::allocator<long> >::begin()
  [33] attach_neighbours(std::vector<long, std::allocator<long> >&, long) [208] std::allocator<long>::allocator() [239] std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&)
   [3] classify_clusters(std::vector<long, std::allocator<long> >&) [193] std::allocator<long>::~allocator() [240] std::vector<long, std::allocator<long> >::~vector()
 [201] standard_deviation(std::vector<double, std::allocator<double> > const&, double) [156] double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [9] std::vector<long, std::allocator<long> >::operator[](unsigned long)
  [12] is_there_a_percolating(std::vector<long, std::allocator<long> > const&) [121] void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [174] __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__detail::__normalize<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&)
  [13] number_of_last_cluster(std::vector<long, std::allocator<long> > const&) [209] void std::_Destroy_aux<true>::__destroy<long*>(long*, long*) [86] std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  [26] find_nonclassified_cluster(std::vector<long, std::allocator<long> >&) [122] std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [88] std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  [48] largest_percolating_cluster_size(std::vector<long, std::allocator<long> > const&) [147] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [87] unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
 [202] __static_initialization_and_destruction_0(int, int) (profiling_probabilites.cpp) [157] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [89] unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
 [203] __static_initialization_and_destruction_0(int, int) (percolation_problem.cpp) [123] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [69] std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&)
   [2] compute_mean_and_standard_deviation_for_percolating_probability(long, double, int, int, int) [111] std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [34] std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()()
 [116] __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [210] std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [241] std::ios_base::precision(long)
 [117] __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [124] std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [44] std::iterator_traits<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::difference_type std::__distance<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, std::random_access_iterator_tag)
 [132] void __gnu_cxx::new_allocator<double>::construct<double, double const&>(double*, double const&) [102] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [175] std::iterator_traits<double const*>::difference_type std::__distance<double const*>(double const*, double const*, std::random_access_iterator_tag)
 [113] __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [211] std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [242] double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag)
 [118] __gnu_cxx::new_allocator<double>::new_allocator() [158] std::_Vector_base<double, std::allocator<double> >::_Vector_base() [243] long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag)
 [103] __gnu_cxx::new_allocator<double>::~new_allocator() [159] std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [52] double std::accumulate<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double)
